IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,1,,,,,,1,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,1,,,,,,1,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,GUY,Guyana,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,1,,,,,,1,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,1,,,,,,1,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,1,,,,,,1,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,CUB,Cuba,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1084,,,,,,1 084,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,PRT,Portugal,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1103,,,,,,1 103,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,1119,,,,,,1 119,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1139,,,,,,1 139,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,HUN,Hungary,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1153,,,,,,1 153,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,1166,,,,,,1 166,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1238,,,,,,1 238,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1265,,,,,,1 265,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1292,,,,,,1 292,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,ARG,Argentina,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1304,,,,,,1 304,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,POL,Poland,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,1304,,,,,,1 304,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1319,,,,,,1 319,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,TUR,Türkiye,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,1407,,,,,,1 407,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,MEX,Mexico,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1500,,,,,,1 500,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1558,,,,,,1 558,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1561,,,,,,1 561,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ROU,Romania,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,1607,,,,,,1 607,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,1646,,,,,,1 646,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,1656,,,,,,1 656,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ITA,Italy,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,1669,,,,,,1 669,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ESP,Spain,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,1779,,,,,,1 779,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1861,,,,,,1 861,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,1862,,,,,,1 862,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ROU,Romania,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1929,,,,,,1 929,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1933,,,,,,1 933,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,BRB,Barbados,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10,,,,,,10,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,GUY,Guyana,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,10,,,,,,10,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,10,,,,,,10,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,10,,,,,,10,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,MLT,Malta,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,10,,,,,,10,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,10,,,,,,10,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10,,,,,,10,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10,,,,,,10,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,100,,,,,,100,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,101,,,,,,101,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,NAM,Namibia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,102,,,,,,102,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MWI,Malawi,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,104,,,,,,104,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,IND,India,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,104661,,,,,,104 661,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ALB,Albania,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,106,,,,,,106,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,GTM,Guatemala,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,106,,,,,,106,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,DZA,Algeria,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,107,,,,,,107,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,SLV,El Salvador,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,107,,,,,,107,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MLI,Mali,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,107,,,,,,107,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,11,,,,,,11,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,11,,,,,,11,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GAB,Gabon,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,11,,,,,,11,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,GUY,Guyana,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11,,,,,,11,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,PRY,Paraguay,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,11,,,,,,11,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11,,,,,,11,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,SUR,Suriname,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11,,,,,,11,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11210,,,,,,11 210,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,11395,,,,,,11 395,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,CHN,China,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,11571,,,,,,11 571,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,110,,,,,,110,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,112,,,,,,112,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,113,,,,,,113,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,113,,,,,,113,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ISR,Israel,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,114,,,,,,114,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,SVN,Slovenia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,114,,,,,,114,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,115,,,,,,115,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,IRL,Ireland,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,115,,,,,,115,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,116,,,,,,116,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,118,,,,,,118,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,TCD,Chad,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,119,,,,,,119,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12,,,,,,12,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,12,,,,,,12,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12402,,,,,,12 402,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,121,,,,,,121,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,CHL,Chile,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,122,,,,,,122,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,UGA,Uganda,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,122,,,,,,122,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,123,,,,,,123,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,124,,,,,,124,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,126,,,,,,126,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,CYP,Cyprus,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,13,,,,,,13,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,13,,,,,,13,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ISL,Iceland,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,13,,,,,,13,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,13985,,,,,,13 985,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,130,,,,,,130,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,HTI,Haiti,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,130,,,,,,130,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,132,,,,,,132,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,IND,India,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,135929,,,,,,135 929,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GHA,Ghana,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,136,,,,,,136,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,138,,,,,,138,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,CMR,Cameroon,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,138,,,,,,138,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,138,,,,,,138,,,EN,2023-04-20T04:00:00.000Z
