IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,14,,,,,,14,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14,,,,,,14,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,MKD,North Macedonia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,14,,,,,,14,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,BLR,Belarus,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,141,,,,,,141,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,141,,,,,,141,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,144,,,,,,144,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,URY,Uruguay,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,144,,,,,,144,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,15,,,,,,15,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,15,,,,,,15,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,MNE,Montenegro,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,15,,,,,,15,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,15,,,,,,15,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,150,,,,,,150,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,152,,,,,,152,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,GEO,Georgia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,155,,,,,,155,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,NOR,Norway,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,156,,,,,,156,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MLI,Mali,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,158,,,,,,158,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,SVN,Slovenia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,158,,,,,,158,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,16,,,,,,16,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,COG,Congo,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16,,,,,,16,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16,,,,,,16,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,16,,,,,,16,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,16,,,,,,16,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,16,,,,,,16,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,USA,United States of America,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,16420,,,,,,16 420,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16959,,,,,,16 959,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,160,,,,,,160,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,161,,,,,,161,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,162,,,,,,162,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,163,,,,,,163,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,GTM,Guatemala,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,164,,,,,,164,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,AGO,Angola,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,166,,,,,,166,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,DNK,Denmark,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,166,,,,,,166,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,NER,Niger,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,166,,,,,,166,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,166,,,,,,166,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,168,,,,,,168,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,CHL,Chile,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,173,,,,,,173,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,175,,,,,,175,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,FIN,Finland,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,176,,,,,,176,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,SEN,Senegal,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,177,,,,,,177,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,179,,,,,,179,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,18,,,,,,18,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,LBR,Liberia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,18,,,,,,18,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,LBR,Liberia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,18,,,,,,18,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,18,,,,,,18,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,18,,,,,,18,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,CHN,China,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,18546,,,,,,18 546,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,181,,,,,,181,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,LVA,Latvia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,183,,,,,,183,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,DZA,Algeria,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,186,,,,,,186,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MWI,Malawi,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,187,,,,,,187,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,GEO,Georgia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,188,,,,,,188,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,19,,,,,,19,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,19,,,,,,19,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,19,,,,,,19,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,MLT,Malta,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,19,,,,,,19,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,19,,,,,,19,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,193,,,,,,193,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GHA,Ghana,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,194,,,,,,194,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,AUT,Austria,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,196,,,,,,196,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,196,,,,,,196,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,198,,,,,,198,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,198,,,,,,198,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2,,,,,,2,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GMB,Gambia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,2,,,,,,2,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GMB,Gambia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,2,,,,,,2,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,2,,,,,,2,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,CAN,Canada,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,2087,,,,,,2 087,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,2096,,,,,,2 096,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,TUR,Türkiye,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2103,,,,,,2 103,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2152,,,,,,2 152,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,2202,,,,,,2 202,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,2229,,,,,,2 229,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,FRA,France,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,2333,,,,,,2 333,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ITA,Italy,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,2368,,,,,,2 368,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,2386,,,,,,2 386,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2425,,,,,,2 425,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,BRA,Brazil,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,2598,,,,,,2 598,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,2674,,,,,,2 674,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,2773,,,,,,2 773,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2788,,,,,,2 788,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,2820,,,,,,2 820,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2820,,,,,,2 820,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,DEU,Germany,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,2855,,,,,,2 855,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,POL,Poland,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,2985,,,,,,2 985,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,CAN,Canada,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2993,,,,,,2 993,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,20,,,,,,20,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,202,,,,,,202,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,GRC,Greece,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,202,,,,,,202,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,IRL,Ireland,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,202,,,,,,202,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,204,,,,,,204,,,EN,2023-04-20T04:00:00.000Z
